Names,AbsoluteError_1item_4secs,AbsoluteError_3items_4secs,Misbinding_Simple_1item_4secs,Misbinding_Simple_3items_4secs,Guessing_Simple_1item_4secs,Guessing_Simple_3items_4secs,Target_Simple_1item_4secs,Target_Simple_3items_4secs,IdentificationTime_1item_4secs,IdentificationTime_3items_4secs,LocalisationTime_1item_4secs,LocalisationTime_3items_4secs,ProportionCorrect_1item_4secs,ProportionCorrect_3items_4secs,Imprecision_Simple_1item_4secs,Imprecision_Simple_3items_4secs,
Short_Fractals1&3_Harmer_umd199_2022-04-27T08-43-48-209Z.mat,75.87235352,186.0547181,0,0.261870588,0.1718,0.182505882,0.8282,0.555623529,1.15465,2.120176471,2.85745,3.828352941,1,0.85,75.87235352,89.48766909,27/04/2022
Short_Fractals1&3_Harmer_fencogp040v1_2022-04-28T10-58-58-490Z.mat,35.96861347,121.7458513,0,0.181611111,0.058568421,0.186622222,0.941431579,0.631766667,1.037736842,1.386777778,2.207421053,2.7955,0.95,0.9,35.96861347,69.27448077,28/04/2022
Short_Fractals1&3_Harmer_fencogp037v2_2022-04-29T11-13-43-572Z.mat,25.76587223,47.06622981,0,0.05,0,0.01542,1,0.93458,1.0125,2.5729,3.01915,4.5008,1,1,25.76587223,46.71289114,29/04/2022
Short_Fractals1&3_Harmer_fencogp038v2_2022-05-03T12-38-01-530Z.mat,70.87450559,166.2496807,0,0.3116625,0.28407,0.291,0.71593,0.3973375,1.51875,2.811625,3.63715,5.7980625,1,0.8,70.87450559,48.25368069,03/05/2022
Short_Fractals1&3_Harmer_fencogp039v2_2022-05-04T10-49-58-357Z.mat,24.60472449,39.07897521,0,0,0.030926316,0.038066667,0.969073684,0.961933333,0.835842105,1.732944444,2.726473684,3.715111111,0.95,0.9,24.60472449,39.07897521,04/05/2022
Short_Fractals1&3_Harmer_fencogp040v2_2022-05-05T11-40-32-530Z.mat,39.64630855,90.06802001,0,0.141452632,0.077136842,0.111347368,0.922863158,0.7472,0.890105263,1.924578947,2.191315789,3.109052632,0.95,0.95,39.64630855,49.23317229,05/05/2022
Short_Fractals1&3_Harmer_fencogp041v1_2022-05-09T11-25-35-381Z.mat,19.54508498,76.66348851,0,0.09105,0.022052632,0.08482,0.977947368,0.82413,0.873631579,2.50505,2.614736842,4.7128,0.95,1,19.54508498,50.0703323,09/05/2022
Short_Fractals1&3_Harmer_fencogp042v1_2022-05-10T11-01-05-632Z.mat,60.07575296,163.2804206,0,0.257044444,0.180189474,0.235833333,0.819810526,0.507122222,0.761421053,1.672388889,2.378263158,3.400666667,0.95,0.9,60.07575296,78.56372077,10/05/2022
Short_Fractals1&3_Harmer_trd132_2022-05-11T10-47-23-925Z.mat,37.02615795,142.334757,0,0.194431579,0.05509,0.095252632,0.94491,0.710315789,1.21975,2.618,3.85965,5.386473684,1,0.95,37.02615795,58.18965922,11/05/2022
Short_Fractals1&3_Harmer_umd214_2022-05-11T09-47-00-882Z.mat,24.33964228,179.3275523,0,0.275084211,0.04946,0.196642105,0.95054,0.528273684,1.16995,2.329842105,2.49335,4.252684211,1,0.95,24.33964228,66.39805449,11/05/2022
Short_Fractals1&3_Harmer_fencogp043v1_2022-05-12T11-10-54-108Z.mat,46.64184485,147.9098076,0,0.182473684,0.11828,0.120642105,0.88172,0.696884211,0.9409,3.256210526,2.449,5.097105263,1,0.95,46.64184485,49.70460394,12/05/2022
Short_Fractals1&3_Harmer_umd200_2022-05-12T07-31-02-452Z.mat,31.1537503,80.14891418,0,0.08457,0.04587,0.07607,0.95413,0.83936,1.06415,1.6576,4.37275,5.7383,1,1,31.1537503,49.09430745,12/05/2022
Short_Fractals1&3_Harmer_fencogp041v2_2022-05-16T12-01-11-375Z.mat,24.54395268,77.32734828,0,0.09771,0,0.03595,1,0.86634,0.69845,2.8817,2.24085,4.62895,1,1,24.54395268,46.50853765,16/05/2022
Short_Fractals1&3_Harmer_fencogp042v2_2022-05-17T11-29-02-809Z.mat,49.48752908,127.4077573,0,0.261866667,0.09294,0.139577778,0.90706,0.598555556,0.7853,1.552,2.2801,3.232055556,1,0.9,49.48752908,62.62474934,17/05/2022
Short_Fractals1&3_Harmer_fencogp044v2_2022-05-18T10-45-06-901Z.mat,72.6324129,222.1661241,0,0.333870588,0.289126316,0.305847059,0.710873684,0.360282353,0.932157895,1.645823529,2.175947368,2.989294118,0.95,0.85,72.6324129,70.72331052,18/05/2022
Short_Fractals1&3_Harmer_fencogp043v2_2022-05-19T11-53-10-195Z.mat,40.89664081,76.25634643,0,0.05,0.02763,0.02447,0.97237,0.92553,1.1775,2.37425,2.5051,3.8169,1,1,40.89664081,41.88541274,19/05/2022
Short_Fractals1&3_Harmer_trd131_2022-05-20T10-08-36-620Z.mat,87.14875033,234.691115,0,0.371275,0.21396,0.244775,0.78604,0.38395,1.19305,2.056,3.37735,4.7375625,1,0.8,87.14875033,98.33018099,20/05/2022
Short_Fractals1&3_Harmer_umd192_2022-05-23T14-24-38-882Z.mat,33.8929431,174.66189,0,0.20256,0.074633333,0.235146667,0.925366667,0.562293333,1.436888889,2.039133333,2.739111111,3.249733333,0.9,0.75,33.8929431,66.2267059,23/05/2022
Short_Fractals1&3_Harmer_TRD136_2022-05-24T09-47-07-947Z.mat,31.2543803,123.6471602,0,0.178233333,0.053094737,0.134588889,0.946905263,0.687177778,1.209315789,1.980833333,3.220947368,4.291,0.95,0.9,31.2543803,51.87975905,24/05/2022
Short_Fractals1&3_Harmer_fencogp046v1_2022-05-24T11-06-06-620Z.mat,46.16569702,64.10568039,0,0.0979,0.07462,0.06505,0.92538,0.83705,0.92385,2.1373,2.7915,4.4104,1,1,46.16569702,42.54521603,24/05/2022
Short_Fractals1&3_Harmer_fencogp044v2_2022-05-25T11-43-51-256Z.mat,55.15089454,127.3029981,0,0.093284211,0.08244,0.116557895,0.91756,0.790157895,0.76755,1.801157895,1.67705,2.766315789,1,0.95,55.15089454,74.08234994,25/05/2022
Short_Fractals1&3_Harmer_fencogp047v1_2022-05-26T10-44-02-717Z.mat,61.50742876,183.0497482,0,0.241621053,0.210933333,0.190778947,0.789066667,0.5676,1.043944444,1.836,2.964388889,3.793,0.9,0.95,61.50742876,63.28849222,26/05/2022
Short_Fractals1&3_Harmer_fencogp045v2_2022-05-30T11-46-04-746Z.mat,33.63131298,149.9483948,0,0.219947368,0.05756,0.098210526,0.94244,0.681842105,0.98195,2.332894737,2.9592,5.539684211,1,0.95,33.63131298,50.06626325,30/05/2022
Short_Fractals1&3_Harmer_fencogp048v1_2022-05-31T12-11-49-206Z.mat,26.74323586,76.59282492,0,0.047663158,0.00476,0.021368421,0.99524,0.930968421,0.86065,1.939842105,2.77195,4.055210526,1,0.95,26.74323586,44.41748057,31/05/2022
Short_Fractals1&3_Harmer_fencogp046v2_2022-06-01T11-30-55-254Z.mat,36.35935129,37.44900907,0,0,0.02421,0.02513,0.97579,0.97487,0.7528,1.31225,2.29645,2.82635,1,1,36.35935129,37.44900907,01/06/2022
Short_Fractals1&3_Harmer_fencogp047v2_2022-06-02T11-32-37-487Z.mat,48.44068846,234.8223077,0,0.298741176,0.20464,0.261976471,0.79536,0.439282353,0.83875,2.508058824,1.9326,3.593529412,1,0.85,48.44068846,63.42474463,02/06/2022
Short_Fractals1&3_Harmer_fencogp049v1_2022-06-06T10-26-05-284Z.mat,52.31297193,138.7605289,0,0.1946,0.12966,0.137433333,0.87034,0.667966667,1.1097,2.927111111,2.7012,5.027777778,1,0.9,52.31297193,57.10204004,06/06/2022
Short_Fractals1&3_Harmer_fencogp048v2_2022-06-07T12-08-08-468Z.mat,28.59869964,74.1649285,0,0.048031579,0.039726316,0.069242105,0.960273684,0.882726316,0.764052632,1.267578947,2.191368421,3.047842105,0.95,0.95,28.59869964,42.79570226,07/06/2022
Short_Fractals1&3_Harmer_fencogp050v1_2022-06-09T10-24-58-471Z.mat,42.04769752,59.13042227,0,0.04788,0.002252632,0.02507,0.997747368,0.92705,0.827578947,1.795,2.447894737,3.94495,0.95,1,42.04769752,58.74222738,09/06/2022
Short_Fractals1&3_Harmer_fencogp051v1_2022-06-10T10-55-15-207Z.mat,40.79119707,196.1921065,0,0.30182,0.17346,0.14955,0.82654,0.54863,1.1155,1.7253,3.1306,3.8167,1,1,40.79119707,38.09153293,10/06/2022
Short_Fractals1&3_Harmer_fencogp052v1_2022-06-11T11-14-46-711Z.mat,52.85614402,71.22646404,0,0.0976,0.04661,0.0579,0.95339,0.8445,1.1335,3.13705,2.2335,4.3435,1,1,52.85614402,65.44587239,11/06/2022
Short_Fractals1&3_Harmer_fencogp049v2_2022-06-13T13-32-33-245Z.mat,78.91704816,113.6779099,0,0.09756,0.060031579,0.04027,0.939968421,0.86217,1.250631579,1.70425,2.207157895,2.98115,0.95,1,78.91704816,79.45021073,13/06/2022
Short_Fractals1&3_Harmer_fencogp053v1_2022-06-14T10-31-19-883Z.mat,32.04714861,108.2601936,0,0.093088889,0.039694737,0.080866667,0.960305263,0.826044444,0.963210526,1.4085,3.477421053,4.305444444,0.95,0.9,32.04714861,65.97963891,14/06/2022
Short_Fractals1&3_Harmer_fencogp054v1_2022-06-15T10-53-29-712Z.mat,13.48845188,50.17093556,0,0.047933333,0.01382,0.063211111,0.98618,0.888855556,1.12175,1.800833333,2.88585,3.371833333,1,0.9,13.48845188,20.73378294,15/06/2022
Short_Fractals1&3_Harmer_umd213_2022-06-15T13-14-02-027Z.mat,65.85106692,194.3534948,0,0.337989474,0.17833,0.190242105,0.82167,0.471768421,1.2676,3.013894737,3.16555,5.428368421,1,0.95,65.85106692,69.94468919,15/06/2022
Short_Fractals1&3_Harmer_fencogp050v2_2022-06-16T11-46-05-547Z.mat,35.43798903,57.47688668,0,0,0.00874,0.02422,0.99126,0.97578,0.94765,1.55455,2.2171,2.97315,1,1,35.43798903,57.47688668,16/06/2022
Short_Fractals1&3_Harmer_fencogp051v2_2022-06-17T10-21-10-193Z.mat,50.63529145,176.8277722,0,0.292442105,0.139978947,0.145168421,0.860021053,0.562389474,1.077526316,2.104894737,2.435526316,4.518052632,0.95,0.95,50.63529145,50.44996545,17/06/2022
Short_Fractals1&3_Harmer_fencogp052v2_2022-06-18T11-28-46-075Z.mat,51.78257347,65.20772093,0,0.05,0.052926316,0.06137,0.947073684,0.88863,0.888631579,2.43555,1.735947368,3.38295,0.95,1,51.78257347,56.15184295,18/06/2022
Short_Fractals1&3_Harmer_fencogp055v1_2022-06-20T11-13-11-163Z.mat,50.81890384,103.5222063,0,0.194355556,0.15147,0.201188889,0.84853,0.604455556,1.00695,1.780333333,2.5592,3.389833333,1,0.9,50.81890384,66.14482178,20/06/2022
Short_Fractals1&3_Harmer_fencogp053v2_2022-06-21T11-06-46-947Z.mat,33.07740947,110.7872779,0,0.1436,0.017422222,0.087011765,0.982577778,0.769388235,0.8295,1.352941176,2.492833333,3.127411765,0.9,0.85,33.07740947,61.62556367,21/06/2022
Short_Fractals1&3_Harmer_trd133_2022-06-21T09-31-41-007Z.mat,57.43583848,329.8400028,0,0.416223529,0.24338,0.318376471,0.75662,0.2654,1.22885,1.829882353,2.11825,2.778764706,1,0.85,57.43583848,74.64365988,21/06/2022
Short_Fractals1&3_Harmer_fencogp054v2_2022-06-22T11-37-09-091Z.mat,22.87314589,85.61116128,0,0.102610526,0.004726316,0.014736842,0.995273684,0.882652632,1.134631579,2.272842105,2.761368421,4.508736842,0.95,0.95,22.87314589,31.53819768,22/06/2022
Short_Fractals1&3_Harmer_umd236_2022-07-01T13-14-41-077Z.mat,33.2890283,253.6466403,0,0.331788889,0.07189,0.233511111,0.92811,0.4347,2.0127,3.304388889,4.47535,6.148666667,1,0.9,33.2890283,84.5413991,01/07/2022
